styleID,styleName,isOnsale,modelID,modelName
40732,2019款 AMG E 63 S 4MATIC+,1,2718,奔驰E级AMG
25116,2016款 途安L 280TSI DSG豪华版,0,333,途安
27775,2017款 230TSI 自动舒适型,0,442,速腾
40731,2019款 1.6L 自动经典型 国V,1,5367,长安欧尚科赛5
25115,2016款 途安L 280TSI DSG舒适版,0,333,途安
27776,2017款 230TSI 手动豪华型,0,442,速腾
40730,2019款 1.6L 手动经典型 国V,1,5367,长安欧尚科赛5
40737,2019款 悦享系列 2.0L 手动商务型 国VI,1,4090,瑞风M4
25117,2016款 途安L 280TSI DSG舒雅版,0,333,途安
40736,2019款 悦享系列 2.0L 手动舒适型 国VI,1,4090,瑞风M4
27779,2017款 280TSI 自动旗舰型,0,442,速腾
40735,2019款 商旅系列 2.0L 手动商务型 国VI,1,4090,瑞风M4
40734,2019款 商旅系列 2.0L 手动舒适型 国VI,1,4090,瑞风M4
27770,2017款 1.6L 手动舒适型,0,442,速腾
40729,2019款 A 200 动感型,1,52,奔驰A级(进口)
40728,2019款 GL 20T 自动4G互联超能酷玩版,0,4869,荣威i5
40727,2019款 A 200 时尚型,1,52,奔驰A级(进口)
25110,2016款 1.5L 手动舒适型,0,2236,宝骏630
27773,2017款 1.6L 自动舒适型,0,442,速腾
27774,2017款 230TSI 手动舒适型,0,442,速腾
25112,2016款 途安L 280TSI 手动风尚版,0,333,途安
27771,2017款 1.6L 手动时尚型,0,442,速腾
25111,2016款 1.5L 手动精英型,0,2236,宝骏630
27772,2017款 1.6L 自动时尚型,0,442,速腾
39744,2019款 E驱混动 T8 智尊版 7座 国VI,0,4337,沃尔沃XC90新能源
15799,2013款 1.5L CVT豪华版,0,2776,V6菱仕
13136,2012款 1.6T 风尚版,0,2078,DS 4
39743,2019款 E驱混动 T8 个性运动版 7座 国VI,0,4337,沃尔沃XC90新能源
15798,2013款 1.5L 手动豪华版,0,2776,V6菱仕
39746,2019款 E驱混动 T8 荣誉版 3座 国VI,0,4337,沃尔沃XC90新能源
15797,2013款 1.5L 手动舒适版,0,2776,V6菱仕
13134,2012款 1.6T 雅致版,0,2314,DS 5(进口)
39745,2019款 E驱混动 T8 荣誉版 4座 国VI,0,4337,沃尔沃XC90新能源
15796,2013款 1.5L 手动标准版,0,2776,V6菱仕
13135,2012款 1.6T 豪华版,0,2314,DS 5(进口)
39748,2020款 249PS R-DYNAMIC S 首发运动定制版,1,3521,揽胜极光
39747,2020款 249PS 青春版,1,3521,揽胜极光
39749,2019款 T8 E驱混动 智雅运动版 国VI,0,4609,沃尔沃XC60新能源
13139,2012款 3.0 Vday豪华纪念版,0,311,凯迪拉克CTS(进口)
13100,2012款 1.3L 舒适型,0,2840,吉利SC3
39731,2019款 T6 运动版 7座 国VI,0,177,沃尔沃XC90
39730,2019款 T6 智雅版 7座 国VI,0,177,沃尔沃XC90
27744,2017款 330Li xDrive 豪华设计套装,0,66,宝马3系
40722,2019款 创客版 1.8L 豪华智能型,1,3351,瑞风M3
27745,2017款 318i 时尚型,0,66,宝马3系
40721,2019款 创客版 1.8L 豪华型,1,3351,瑞风M3
27742,2017款 320Li xDrive 时尚型,0,66,宝马3系
40720,2019款 1.8L 盲窗版,1,3351,瑞风M3
27743,2017款 330Li M运动型,0,66,宝马3系
40726,2020款 1.5L 手动探索型,1,3080,瑞风S3
27749,2017款 1.5L 手动舒适型,0,3545,瑞风S2
40725,2020款 1.5L 手动自由型,1,3080,瑞风S3
27746,2017款 320i M运动型,0,66,宝马3系
40724,2019款 宜家版 1.8L 豪华智能型,1,3351,瑞风M3
27747,2017款 330i M运动型,0,66,宝马3系
40723,2019款 宜家版 1.8L 豪华型,1,3351,瑞风M3
40719,2019款 1.8L 速运版,1,3351,瑞风M3
40718,2019款 EV 高功率版舒适型,1,5279,宋Pro新能源
40717,2019款 1.5T 自动悦享型 国VI,1,4886,长安欧尚科尚
40716,2019款 1.6L 手动悦享型 国V,1,4886,长安欧尚科尚
27740,2016款 1.6T 双离合两驱智能型GLS,0,3292,北京现代ix25
27741,2016款 1.6T 双离合两驱尊贵型DLX,0,3292,北京现代ix25
13103,2012款 1.8L 自动尊贵型,0,2051,海景
39733,2020款 T4 智行豪华版,1,4206,沃尔沃S90
13104,2012款 节能版 1.5L 手动超悦型,0,2051,海景
15765,2013款 5.0 SC S 敞篷中国限量版,0,2903,捷豹F-TYPE
39732,2019款 T6 智尊版 7座 国VI,0,177,沃尔沃XC90
13101,2012款 1.3L 豪华型,0,2840,吉利SC3
39735,2020款 T5 智逸运动版,1,4206,沃尔沃S90
13102,2012款 1.8L 自动精英型,0,2051,海景
39734,2020款 T5 智逸豪华版,1,4206,沃尔沃S90
13107,2012款 2.4L 手动两驱尊贵型,0,2123,哈弗H6
39737,2020款 T5 智雅豪华版,1,4206,沃尔沃S90
39736,2020款 T5 智远运动版,1,4206,沃尔沃S90
13105,2012款 节能版 1.5L 手动进取型,0,2051,海景
39739,2020款 T5 智远豪华版,1,4206,沃尔沃S90
15767,2013款 2.5L 自动四驱尊贵版,0,770,RAV4荣放
13106,2012款 2.4L 手动两驱精英型,0,2123,哈弗H6
13111,2014款 AMG A 45 4MATIC,0,2842,奔驰A级AMG(进口)
39720,2019款 T8 E驱混动 荣誉版 4座 国VI,1,4864,沃尔沃S90新能源
27755,2017款 1.6L 手动豪华型,0,3080,瑞风S3
40711,2019款 EcoBoost 245 四驱豪翼型 国VI,1,2863,翼虎
27756,2017款 1.6L 手动智能互联型,0,3080,瑞风S3
40710,2019款 1.5T 手动智联时尚版 国VI,1,3634,东南DX7
27753,2017款 1.5L 手动豪华型,0,3080,瑞风S3
27754,2017款 1.5L 手动豪华智能型,0,3080,瑞风S3
27759,2017款 1.8L 手动精英型,0,4139,帝豪GL
40715,2019款 1.6L 手动精英型 国V,1,4886,长安欧尚科尚
40714,2019款 1.6L 手动舒适型 国V,1,4886,长安欧尚科尚
27757,2017款 1.6L CVT豪华型,0,3080,瑞风S3
40713,2019款 EcoBoost 245 四驱尊翼型 国VI,1,2863,翼虎
27758,2017款 1.6L CVT智能互联型,0,3080,瑞风S3
40712,2019款 EcoBoost 245 四驱运动型 国VI,1,2863,翼虎
40708,2020款 两厢 EcoBoost 180 自动锋耀型,1,364,福克斯
39729,2019款 T6 智逸版 7座 国VI,0,177,沃尔沃XC90
40707,2020款 两厢 1.5L 自动锋跃型,1,364,福克斯
40706,2020款 两厢 1.5L 手动锋跃型,1,364,福克斯
40705,2020款 三厢 EcoBoost 180 自动ST Line,1,364,福克斯
27751,2017款 1.5L 手动豪华型互联版,1,3545,瑞风S2
27752,2017款 1.5L CVT豪华型互联版,1,3545,瑞风S2
27750,2017款 1.5L 手动豪华型,1,3545,瑞风S2
40709,2020款 两厢 EcoBoost 180 自动ST Line,1,364,福克斯
13114,2012款 2.0T 精锐天窗版,0,684,锐界(进口)
15777,2013款 5.6L 4WD,0,3100,英菲尼迪QX80
39722,2017款 T5 智逸版 国VI,0,2190,沃尔沃V60
39721,2019款 T8 E驱混动 荣誉版 3座 国VI,1,4864,沃尔沃S90新能源
15776,2013款 3.7L 标准版,0,3099,英菲尼迪QX70
13112,2014款 Electric Drive,0,4326,smart fortwo新能源
15775,2013款 2.5L 四驱尊雅版,0,3098,英菲尼迪QX50(进口)
15774,2013款 Q70L 3.5L Hybrid 奢华版,0,3097,英菲尼迪Q70
13113,2012款 2.0T 精锐型,0,684,锐界(进口)
39723,2017款 T5 智雅版 国VI,0,2190,沃尔沃V60
13118,2013款 6.0L 标准型,0,386,Vanquish
39726,2017款 Cross Country T5 AWD 国VI,0,2190,沃尔沃V60
39725,2017款 T5 智尊版 国VI,0,2190,沃尔沃V60
15779,2014款 1.5T 手动尊贵型,0,2334,众泰T600
39728,2019款 T5 智逸版 7座 国VI,0,177,沃尔沃XC90
13116,2013款 320Li 风尚设计套装,0,66,宝马3系
39727,2019款 T5 智逸版 5座 国VI,0,177,沃尔沃XC90
15740,2013款 1.6THP 自动劲驰版,0,2945,雪铁龙C4L
27722,2016款 2.0L 手动标准型,0,4090,瑞风M4
40700,2019款 1.5T 自动智联至尊版 国VI,1,3634,东南DX7
27723,2016款 2.0L 手动豪华型,0,4090,瑞风M4
27720,2017款 2.0i 自动type-RS版,0,2557,斯巴鲁BRZ
27726,2016款 改款 20T 领先型,0,834,君越
40704,2020款 三厢 EcoBoost 180 自动锋耀型,1,364,福克斯
40703,2020款 三厢 EcoBoost 180 自动锋潮型,1,364,福克斯
27724,2016款 28T 尊享型,0,834,君越
40702,2020款 三厢 1.5L 自动锋跃型,1,364,福克斯
27725,2016款 改款 28T 精英型,0,834,君越
40701,2020款 三厢 1.5L 手动锋跃型,1,364,福克斯
39719,2019款 T8 E驱混动 智雅版 国VI,0,4864,沃尔沃S90新能源
39718,2017款 T4 智尚版 国VI,0,2190,沃尔沃V60
15749,2013款 二代 2.0L 标准型,0,3090,凯胜
39710,2019款 Cross Country T5 AWD 智尊版 国VI,0,4029,沃尔沃V90
15743,2013款 运动版 1.5T 手动两驱尊贵型,0,2123,哈弗H6
15742,2013款 2.0TSI 至尊型,0,905,一汽-大众CC
39713,2019款 T5 四驱智逸版 国VI,0,3411,沃尔沃XC60
39712,2019款 T4 智逸版 国VI,0,3411,沃尔沃XC60
15748,2014款 升级版 1.5T 手动尊贵型,0,2120,长城C50
39715,2019款 T5 四驱智远运动版 国VI,0,3411,沃尔沃XC60
15747,2013款 智尊版 绿静2.0T手动四驱进取型,0,2027,哈弗H5
39714,2019款 T5 四驱智远版 国VI,0,3411,沃尔沃XC60
39717,2019款 T5 四驱智雅运动版 国VI,0,3411,沃尔沃XC60
15745,2013款 1.6L 手动标准型,0,3087,猎鹰
39716,2019款 T5 四驱智雅豪华版 国VI,0,3411,沃尔沃XC60
27739,2017款 320Li M运动型,0,66,宝马3系
15751,2013款 1.6L 手动豪华型,0,3087,猎鹰
15750,2013款 1.6L 手动舒适型,0,3087,猎鹰
27737,2017款 320Li 时尚型,0,66,宝马3系
27738,2017款 320Li 豪华设计套装,0,66,宝马3系
27736,2017款 318Li 时尚型,0,66,宝马3系
39709,2019款 Cross Country T5 AWD 智远版 国VI,0,4029,沃尔沃V90
15755,2013款 2.0L 手动标准型,0,3087,猎鹰
39700,2019款 1.5T 自动舒适型 国VI,1,4886,长安欧尚科尚
15754,2013款 1.8L 自动豪华型,0,3087,猎鹰
15753,2013款 1.8L 自动舒适型,0,3087,猎鹰
39702,2019款 1.5T 手动精英型 国VI,1,4886,长安欧尚科尚
15752,2013款 1.8L 自动标准型,0,3087,猎鹰
39701,2019款 1.5T 手动舒适型 国VI,1,4886,长安欧尚科尚
39704,2019款 1.5T 手动旗舰型 国VI,1,4886,长安欧尚科尚
15758,2014款 2.4L 蛇行珍藏版,0,777,自由客
39703,2019款 1.5T 手动智能型 国VI,1,4886,长安欧尚科尚
15757,2013款 2.0L 手动豪华型,0,3087,猎鹰
39706,2019款 TSI330 DSG豪华版,1,3171,速派
15756,2013款 2.0L 手动舒适型,0,3087,猎鹰
27708,2017款 红标 运动版 1.5T 手动四驱精英型,0,2123,哈弗H6
27709,2017款 红标 运动版 1.5T 手动两驱尊贵型,0,2123,哈弗H6
27706,2017款 红标 运动版 2.0T 柴油 手动四驱尊贵型 国IV,0,2123,哈弗H6
27707,2017款 红标 运动版 1.5T 手动两驱精英型,0,2123,哈弗H6
27704,2017款 红标 运动版 2.0T 柴油 手动四驱精英型 国IV,0,2123,哈弗H6
27705,2017款 红标 运动版 2.0T 柴油 手动两驱尊贵型 国IV,0,2123,哈弗H6
27703,2017款 红标 运动版 2.0T 柴油 手动两驱精英型 国IV,0,2123,哈弗H6
15729,2013款 白金版 2.4L 手动尊贵型,0,2088,比亚迪S6
15728,2013款 白金版 2.4L 手动精英型,0,2088,比亚迪S6
15727,2013款 白金版 2.4L 手动豪华型,0,2088,比亚迪S6
15720,2013款 1.5L 手动豪华版,0,2248,理念S1
15726,2013款 白金版 2.0L 手动尊享型,0,2088,比亚迪S6
15725,2013款 白金版 2.0L 手动尊贵型,0,2088,比亚迪S6
15724,2013款 白金版 2.0L 手动精英型,0,2088,比亚迪S6
15723,2013款 白金版 2.0L 手动豪华型,0,2088,比亚迪S6
27719,2017款 2.0i 手动type-RS版,0,2557,斯巴鲁BRZ
27717,2017款 2.0i 手动type-S版,0,2557,斯巴鲁BRZ
27718,2017款 2.0i 自动type-S版,0,2557,斯巴鲁BRZ
27711,2017款 红标 运动版 1.5T 自动两驱豪华型,0,2123,哈弗H6
27712,2017款 红标 运动版 1.5T 自动两驱尊享型,0,2123,哈弗H6
27710,2017款 红标 运动版 1.5T 手动四驱尊贵型,0,2123,哈弗H6
27715,2017款 红标 运动版 2.0T 柴油 手动两驱尊贵型 国V,0,2123,哈弗H6
27716,2017款 红标 运动版 2.0T 柴油 手动四驱尊贵型 国V,0,2123,哈弗H6
27713,2017款 红标 运动版 2.0T 柴油 手动两驱精英型 国V,0,2123,哈弗H6
27714,2017款 红标 运动版 2.0T 柴油 手动四驱精英型 国V,0,2123,哈弗H6
15739,2013款 1.8L 自动劲驰版,0,2945,雪铁龙C4L
15738,2013款 1.8L 自动劲智版,0,2945,雪铁龙C4L
15732,2013款 白金版 2.4L 自动尊荣型,0,2088,比亚迪S6
15731,2013款 白金版 2.4L 自动尊享型,0,2088,比亚迪S6
15730,2013款 白金版 2.4L 自动精英型,0,2088,比亚迪S6
15737,2013款 1.8L 手动劲智版,0,2945,雪铁龙C4L
15736,2013款 1.8L 自动劲享版,0,2945,雪铁龙C4L
15735,2013款 1.8L 手动劲享版,0,2945,雪铁龙C4L
15734,2013款 35 TFSI 标准型,0,812,奥迪Q5
37173,2019款 2.0T 智联旗领四驱版,1,5048,红旗HS5
37174,2019款 AMG GT,1,3451,AMG GT
37176,2018款 1.8L 手动舒适型,1,4023,风光580
37177,2018款 1.5T 手动豪华型,0,4023,风光580
37178,2018款 1.5T CVT智联型,1,4023,风光580
1009757,2019款 2.5T E5厢式货车短轴平顶4J25TC3,1,3735,图雅诺
1009756,2019款 2.5T多功能短轴平顶5-7座4J25TC3,1,3735,图雅诺
1009759,2019款 2.5T E5短轴平顶5-6座4J25TC3,1,3735,图雅诺
1009758,2019款 2.5T E5厢式货车短轴中顶4J25TC3,1,3735,图雅诺
25183,2016款 1.6L 自动智炫?旗舰型,0,3959,领动
1009751,2019款 2.5T多功能加长轴高顶5-7座后双胎4J25TC3,1,3735,图雅诺
1009750,2019款 2.5T多功能加长轴中顶5-7座后双胎4J25TC3,1,3735,图雅诺
25184,2016款 20T 豪华型,0,834,君越
1009753,2019款 2.5T多功能加长轴中顶5-7座4J25TC3,1,3735,图雅诺
1009752,2019款 2.5T多功能长轴中顶5-7座4J25TC3,1,3735,图雅诺
25186,2016款 730Li 豪华型,0,153,宝马7系
1009755,2019款 2.8T多功能加长轴中顶5-7座ISF2.8s5129T,1,3735,图雅诺
25189,2016款 A8L 30 FSI 舒适型,0,146,奥迪A8
1009754,2019款 2.8T多功能加长轴中顶5-7座ISF2.8s5F148,1,3735,图雅诺
25188,2016款 A8L 45 TFSI quattro时尚型,0,146,奥迪A8
37163,2019款 AMG GT R PRO,1,3451,AMG GT
37164,2019款 AMG GT R,1,3451,AMG GT
37165,2019款 AMG GT C 敞篷跑车,1,3451,AMG GT
1009746,2019款 2.8T厢式货车加长轴中顶ISF2.8s5129T,1,3735,图雅诺
1009745,2019款 2.8T厢式货车加长轴中顶4J28TC3,1,3735,图雅诺
1009748,2019款 2.8T厢式货车加长轴中顶ISF2.8s5F148,1,3735,图雅诺
1009747,2019款 2.8T厢式货车短轴中顶ISF2.8s5129T,1,3735,图雅诺
1009749,2019款 2.8T厢式货车短轴中顶ISF2.8s5F148,1,3735,图雅诺
25194,2016款 A8L 50 TFSI quattro豪华型,0,146,奥迪A8
25193,2016款 A8L 40 hybrid,0,146,奥迪A8
1009740,2019款 2.5T商旅版加长轴9座4J25TC3,1,3735,图雅诺
25196,2016款 A8L 50 TFSI quattro专享型,0,146,奥迪A8
25195,2016款 A8L 50 TFSI quattro尊贵型,0,146,奥迪A8
1009742,2019款 2.8T厢式货车加长轴高顶后双胎4J28TC3,1,3735,图雅诺
25198,2016款 A8L 60 TFSI quattro专享型,0,146,奥迪A8
1009741,2019款 2.8T厢式货车加长轴中顶后双胎4J28TC3,1,3735,图雅诺
25197,2016款 A8L 60 TFSI quattro豪华型,0,146,奥迪A8
1009744,2019款 2.8T厢式货车长轴中顶4J28TC3,1,3735,图雅诺
1009743,2019款 2.8T厢式货车短轴中顶4J28TC3,1,3735,图雅诺
25199,2016款 A8L 6.3 FSI W12 quattro旗舰型,0,146,奥迪A8
25190,2016款 A8L 45 TFSI quattro舒适型,0,146,奥迪A8
25192,2016款 A8L 45 TFSI quattro专享型,0,146,奥迪A8
25191,2016款 A8L 45 TFSI quattro豪华型,0,146,奥迪A8
13183,2012款 商用版 1.6L 特惠型,0,2540,菱智
37150,2020款 45THP 里沃利版,1,4610,DS 7
13184,2012款 商用版 1.6L 基本型,0,2540,菱智
13181,2013款 劲悦版 2.4L 自动尊荣型 5座,0,2088,比亚迪S6
37152,2020款 45THP 歌剧院版,1,4610,DS 7
13182,2013款 劲悦版 2.4L 手动尊贵型 5座,0,2088,比亚迪S6
37153,2020款 45THP 运动版,1,4610,DS 7
13187,2012款 乘用版 1.6L 舒适型,0,2540,菱智
13188,2012款 乘用版 1.6L 豪华型,0,2540,菱智
13185,2012款 商用版 1.6L 实用型,0,2540,菱智
13186,2012款 商用版 1.6L 标准型,0,2540,菱智
1007116,2019款 2.8T 四驱超豪华版加长轴距JE493ZLQ5D,1,3639,骐铃T7
25169,2016款 2.0TSI 智享豪华型,0,496,迈腾
25168,2016款 1.8TSI 智享豪华型,0,496,迈腾
1007117,2019款 2.2L 四驱超豪华版加长轴距V22,1,3639,骐铃T7
1007118,2019款 2.0T 两驱超豪华版标准轴距4K21D4T,1,3639,骐铃T7
1007119,2019款 2.8T 两驱超豪华版标准轴距JE493ZLQ5D,1,3639,骐铃T7
13180,2013款 劲悦版 2.4L 自动尊享型 5座,0,2088,比亚迪S6
25161,2016款 1.8L 自动舒适型GL,0,3073,名图
25160,2016款 1.8L 手动舒适型GL,0,3073,名图
1007110,2019款 城市物流车智运版长轴上汽时代52.5kWh,1,5077,上汽MAXUS EV30
25163,2016款 2.0L 自动至尊型LUX,0,3073,名图
1007111,2019款 城市物流车智运版长轴盟固利35kWh,1,5077,上汽MAXUS EV30
25162,2016款 1.8L 自动智能型GLS,0,3073,名图
25165,2016款 1.5L 创业版,0,3969,英致727
1007112,2019款 2.0T 四驱超豪华版标准轴距4K21D4T,1,3639,骐铃T7
1007113,2019款 2.8T 四驱超豪华版标准轴距JE493ZLQ5D,1,3639,骐铃T7
25167,2016款 1.8TSI 智享领先型,0,496,迈腾
1007114,2019款 2.2L 四驱超豪华版标准轴距V22,1,3639,骐铃T7
25166,2016款 1.8TSI 智享舒适型,0,496,迈腾
1007115,2019款 2.0T 四驱超豪华版加长轴距4K21D4T,1,3639,骐铃T7
13189,2012款 乘用版 1.6L 旗舰型,0,2540,菱智
13194,2012款 M5 Q3 2.0L 7座长轴舒适版,0,2540,菱智
40791,2020款 28T 六座豪华型,1,5102,凯迪拉克XT6
40790,2020款 1.6L XL CVT智享版,1,448,轩逸
13195,2012款 M5 QA 2.4L 短轴标准版,0,2540,菱智
37140,2020款 3.0T V6全驱尊雅版,1,4749,飞行家(进口)
37141,2020款 3.0T V6全驱高性能插电式混动版,1,5045,飞行家新能源(进口)
13192,2012款 M5 Q3 2.0L 短轴豪华版,0,2540,菱智
13193,2012款 M5 Q3 2.0L 7座长轴标准版,0,2540,菱智
13198,2012款 M5 QA 2.4L 7座长轴舒适版,0,2540,菱智
37144,2019款 GLE 300 d 4MATIC,0,3683,奔驰GLE
13199,2012款 M5 QA 2.4L 7座长轴豪华版,0,2540,菱智
40794,2020款 28T 六座四驱领先运动型,1,5102,凯迪拉克XT6
13196,2012款 M5 QA 2.4L 短轴舒适版,0,2540,菱智
37145,2019款 GLE 320 4MATIC 豪华型臻藏版,0,3683,奔驰GLE
40793,2020款 28T 六座四驱豪华运动型,1,5102,凯迪拉克XT6
37146,2019款 GLE 350 d 4MATIC,0,3683,奔驰GLE
13197,2012款 M5 QA 2.4L 短轴豪华版,0,2540,菱智
40792,2020款 28T 六座四驱豪华型,1,5102,凯迪拉克XT6
40799,2019款 235T 自动精英版,1,3495,传祺GS3
1007106,2019款 城市物流车智联版长轴上汽时代52.5kWh,1,5077,上汽MAXUS EV30
40798,2019款 235T 手动豪华版,1,3495,传祺GS3
1007107,2019款 城市物流车智联版长轴盟固利35kWh,1,5077,上汽MAXUS EV30
40797,2019款 235T 手动精英版,1,3495,传祺GS3
1007108,2019款 城市物流车快运版长轴上汽时代52.5kWh,1,5077,上汽MAXUS EV30
40796,2019款 235T 手动舒适版,1,3495,传祺GS3
1007109,2019款 城市物流车快运版长轴盟固利35kWh,1,5077,上汽MAXUS EV30
13190,2012款 M5 Q3 2.0L 短轴标准版,0,2540,菱智
13191,2012款 M5 Q3 2.0L 短轴舒适版,0,2540,菱智
25172,2016款 Model X 90D,0,2664,Model X
1009760,2019款 2.5T E5短轴中顶5-6座4J25TC3,1,3735,图雅诺
25171,2016款 Model X P90D Signature Red,0,2664,Model X
1009762,2020款 2.0T柴油四驱精英型大双排国VI GW4D20M,1,2462,风骏5
1007100,2019款 城市物流车智运版短轴盟固利35kWh,1,5077,上汽MAXUS EV30
1009761,2020款 2.0T柴油两驱精英型大双排国VI GW4D20M,1,2462,风骏5
1007102,2019款 城市物流车快运版短轴盟固利35kWh,1,5077,上汽MAXUS EV30
1007104,2019款 城市物流车智联版短轴盟固利35kWh,1,5077,上汽MAXUS EV30
37147,2019款 GLE 400 4MATIC 臻藏版,0,3683,奔驰GLE
37148,2020款 35THP 巴士底广场版,1,4610,DS 7
37149,2020款 35THP 帕西版,1,4610,DS 7
25170,2016款 2.0TSI 智享尊贵型,0,496,迈腾
13161,2011款 535i xDrive豪华型,0,2847,宝马5系GT
39791,2018款 2.0L 自动两驱蓝天领先版 国VI,0,3968,马自达CX-4
40780,2019款 1.5T CVT四驱真我版 国V,1,4807,奕歌
13162,2010款 550i 豪华型,0,2847,宝马5系GT
39790,2018款 2.5L 蓝天尊崇版 国VI,0,3154,阿特兹
39793,2018款 2.5L 自动四驱蓝天运动版 国VI,0,3968,马自达CX-4
13160,2010款 535i 豪华型,0,2847,宝马5系GT
39792,2018款 2.5L 蓝天至尊版 国VI,0,3154,阿特兹
39795,2018款 2.5L 自动四驱蓝天无畏版 国VI,0,3968,马自达CX-4
40784,2019款 TSI280 DSG舒适版,1,3171,速派
13166,2012款 1.3 MT Mode3,0,508,吉姆尼(进口)
39794,2018款 2.5L 自动四驱蓝天激情版 国VI,0,3968,马自达CX-4
40783,2019款 TSI280 DSG标准版,1,3171,速派
13163,2010款 550i xDrive,0,2847,宝马5系GT
37135,2019款 1.5T 手动轻混版致尚型 7座 国V,1,3412,宝骏730
40781,2019款 1.5T CVT四驱真我版 国VI,1,4807,奕歌
40788,2020款 1.6L XL 手动悦享版,1,448,轩逸
25147,2016款 C 180 旅行轿车,0,56,奔驰C级(进口)
1009713,2020款 1.2L劲取版国VI LSI,1,5174,五菱宏光V
40787,2020款 1.6L XE CVT舒享版,1,448,轩逸
1009712,2020款 1.2L劲享版国VI LSI,1,5174,五菱宏光V
40786,2020款 1.6L XE 手动舒享版,1,448,轩逸
25149,2015款 6.0L Coupe,0,266,阿斯顿?马丁DB9
1009715,2020款 1.6L标准型SFG16,1,3698,东风小康C31
25148,2016款 1.8T 尊贵型,0,3463,东风A9
1009714,2020款 1.6L豪华型SFG16,1,3698,东风小康C31
40785,2019款 TSI330 DSG舒适版,1,3171,速派
1009717,2020款 1.6L标准型SFG16,1,3699,东风小康C32
1009716,2020款 1.6L豪华型SFG16,1,3699,东风小康C32
1009719,2020款 2.8T厢式货车加长轴中顶后双胎国VI F2.8NS6B177L,1,3735,图雅诺
40789,2020款 1.6L XL CVT悦享版,1,448,轩逸
1009718,2020款 2.4T柴油四驱3035轴距连体双排YCY24140-60A,1,4586,勇士皮卡
25141,2016款 2.0L 两驱尊贵版,0,3870,科雷嘉
25140,2016款 2.0L 两驱豪华版,0,3870,科雷嘉
25143,2016款 Boxster 2.0T,0,4175,保时捷718
1009711,2020款 1.2L劲取版封窗车国VI LSI,1,5174,五菱宏光V
1009710,2020款 2.0T柴油手动两驱舒享版长轴国VI JX4D20A6L,1,2860,域虎7
25144,2016款 Boxster S 2.5T,0,4175,保时捷718
39799,2020款 249PS R-DYNAMIC SE 运动科技版,1,3521,揽胜极光
39798,2020款 249PS R-DYNAMIC S 运动版,1,3521,揽胜极光
37138,2019款 Carrera 4S 3.0T,1,162,保时捷911
37139,2019款 Carrera S 3.0T,1,162,保时捷911
39780,2019款 高续航版 尊贵型,1,2761,秦新能源
1009709,2020款 2.0T柴油手动两驱舒享版短轴国VI JX4D20A6L,1,2860,域虎7
13170,2012款 2.4L 手动两驱舒适型,0,2850,无限
13171,2012款 2.4L 手动两驱豪华型,0,2850,无限
39781,2019款 升级版 1.5L CVT尊贵型,0,4481,远景X3
37120,2019款 SCe200 自动两驱智尚型 国V,1,3870,科雷嘉
13176,2013款 劲悦版 2.0L 手动精英型 5座,0,2088,比亚迪S6
39784,2018款 2.0L 蓝天豪华版 国VI,0,3154,阿特兹
37121,2019款 SCe200 自动两驱智尚型 国VI,1,3870,科雷嘉
40773,2019款 1.5T 手动两驱青春版 国VI,1,4807,奕歌
13177,2013款 劲悦版 2.0L 手动尊贵型 5座,0,2088,比亚迪S6
39783,2018款 2.0L 蓝天时尚版 国VI,0,3154,阿特兹
37122,2019款 SCe200 自动两驱智享型 国V,1,3870,科雷嘉
40772,2019款 1.5T 手动两驱青春版 国V,1,4807,奕歌
39786,2018款 2.0L 自动两驱蓝天活力版 国VI,0,3968,马自达CX-4
37123,2019款 SCe200 自动两驱智享型 国VI,1,3870,科雷嘉
40771,2020款 2.0T 汽油四驱尊贵型 7座,1,3298,哈弗H9
13175,2013款 劲悦版 2.0L 手动豪华型 5座,0,2088,比亚迪S6
39785,2018款 2.0L 蓝天尊贵版 国VI,0,3154,阿特兹
37124,2019款 SCe200 自动两驱智尊型 国VI,1,3870,科雷嘉
40770,2020款 T5 智远豪华版,1,2190,沃尔沃V60
1009702,2020款 2.0T柴油自动四驱舒享版长轴国VI JX4D20A6L,1,2860,域虎7
25158,2016款 sDrive20i,0,271,宝马X3(进口)
40777,2019款 1.5T CVT两驱梦想版 国VI,1,4807,奕歌
1009701,2020款 2.0T柴油自动四驱舒享版短轴国VI JX4D20A6L,1,2860,域虎7
25157,2016款 4.7L Roadster,0,385,V8 Vantage
40776,2019款 1.5T CVT两驱梦想版 国V,1,4807,奕歌
1009704,2020款 2.0T柴油自动两驱舒享版长轴国VI JX4D20A6L,1,2860,域虎7
40775,2019款 1.5T CVT两驱无畏版 国VI,1,4807,奕歌
1009703,2020款 2.0T柴油自动两驱舒享版短轴国VI JX4D20A6L,1,2860,域虎7
25159,2016款 1.5L 手动智能豪华型,0,2941,海马M3
40774,2019款 1.5T CVT两驱无畏版 国V,1,4807,奕歌
1009706,2020款 2.0T柴油手动四驱尊享版长轴国VI JX4D20A6L,1,2860,域虎7
1009705,2020款 2.0T柴油手动四驱尊享版短轴国VI JX4D20A6L,1,2860,域虎7
1009708,2020款 2.0T柴油手动四驱舒享版长轴国VI JX4D20A6L,1,2860,域虎7
40779,2019款 1.5T CVT两驱信念版 国VI,1,4807,奕歌
1009707,2020款 2.0T柴油手动四驱舒享版短轴国VI JX4D20A6L,1,2860,域虎7
